publication_id,date,analyst,analyst_seniority,sector,report_type,channel,region,client_tier,word_count,has_chart,num_charts,has_video,report_page_count,has_price_target,topic_sensitivity,subject_line_length,send_hour,is_monday,is_friday,is_market_open,is_quarter_end,days_to_earnings,subscriber_count,num_explicit_recipients,prev_avg_reads,prev_report_reads,analyst_30d_avg_reads,analyst_publish_frequency,days_since_last_pub,reads
PUB_0136,2023-06-06,Analyst_26,Mid,Credit,Deep Dive,Portal,EMEA,Tier 1,784,1,2,1,10,0,0,80,18,0,0,0,0,10,4783,0,439,441,416,Weekly,17,947
PUB_0137,2024-10-04,Analyst_8,Senior,Credit,Flash Note,Email,Americas,Tier 3,2914,0,2,1,5,0,0,60,11,0,1,1,0,21,594,1690,483,880,518,Daily,24,1080
PUB_0138,2023-06-13,Analyst_23,Senior,Macro,Morning Brief,Email,Americas,Tier 2,1204,1,2,0,10,0,1,63,18,0,0,0,0,56,3282,1449,71,529,76,Monthly,8,887
PUB_0139,2024-11-27,Analyst_6,Mid,Credit,Morning Brief,Portal,APAC,Tier 2,858,1,2,0,21,0,1,83,16,0,0,1,0,88,1884,0,649,446,657,Monthly,23,841
PUB_0140,2024-03-08,Analyst_10,Managing Director,Commodities,Morning Brief,Web,Americas,Tier 3,2267,1,6,0,24,0,0,50,18,0,1,0,0,2,3610,0,714,451,668,Weekly,15,1301
PUB_0141,2024-09-02,Analyst_18,Managing Director,Commodities,Weekly Outlook,Email,APAC,Tier 3,2585,1,9,0,38,0,0,66,6,1,0,0,0,29,3886,1555,174,323,177,Weekly,15,1339
PUB_0142,2023-03-07,Analyst_1,Mid,Credit,Weekly Outlook,Web,Americas,Tier 2,1427,1,1,0,3,0,1,21,10,0,0,1,0,87,4230,0,128,894,121,Bi-weekly,8,654
PUB_0143,2024-01-30,Analyst_18,Mid,Fixed Income,Weekly Outlook,Portal,EMEA,Tier 3,1533,1,9,0,31,0,0,96,13,0,0,1,0,44,1098,0,100,188,91,Weekly,16,218
PUB_0144,2024-01-26,Analyst_14,Mid,Fixed Income,Earnings Preview,Portal,Americas,Tier 3,2901,0,9,0,37,0,1,88,8,0,1,0,0,35,4569,0,777,152,798,Weekly,19,1026
PUB_0145,2024-09-02,Analyst_3,Mid,Commodities,Weekly Outlook,Web,Americas,Tier 2,767,0,1,1,2,0,0,77,17,1,0,0,0,86,1551,0,225,291,266,Bi-weekly,11,463
PUB_0146,2024-04-24,Analyst_8,Junior,Fixed Income,Morning Brief,Portal,EMEA,Tier 3,2733,1,2,0,2,1,1,63,11,0,0,1,0,71,1851,0,302,166,308,Daily,2,213
PUB_0147,2024-06-25,Analyst_27,Senior,Macro,Morning Brief,Email,Americas,Tier 3,1147,1,9,0,39,0,0,93,10,0,0,1,1,63,2380,1534,295,263,291,Weekly,23,1058
PUB_0148,2023-09-15,Analyst_30,Senior,Equity,Deep Dive,Web,Americas,Tier 3,2734,1,6,0,34,1,1,75,11,0,1,1,0,53,4900,0,788,533,813,Weekly,24,1315
PUB_0149,2024-07-20,Analyst_4,Junior,Credit,Morning Brief,Web,Americas,Tier 3,558,1,2,0,20,0,0,62,15,0,0,1,0,67,4758,0,155,578,129,Weekly,17,299
PUB_0150,2023-01-12,Analyst_15,Mid,Macro,Weekly Outlook,Web,Americas,Tier 3,582,1,6,0,33,0,1,53,6,0,0,0,0,49,3034,0,242,740,235,Daily,28,390
PUB_0151,2024-11-27,Analyst_4,Managing Director,Commodities,Weekly Outlook,Email,APAC,Tier 3,1949,0,8,0,4,0,0,49,12,0,0,1,0,30,3834,858,365,273,329,Weekly,26,1826
PUB_0152,2023-04-28,Analyst_21,Mid,Equity,Flash Note,Email,Americas,Tier 3,2198,1,9,0,11,0,0,90,14,0,1,1,0,28,3446,507,351,319,351,Weekly,16,814
PUB_0153,2024-11-29,Analyst_27,Junior,Commodities,Earnings Preview,Portal,EMEA,Tier 3,339,1,3,0,5,0,1,89,7,0,1,0,0,58,1973,0,597,874,599,Weekly,25,590
PUB_0154,2024-07-03,Analyst_5,Mid,Equity,Morning Brief,Web,APAC,Tier 3,2833,0,6,1,25,1,0,74,15,0,0,1,0,35,4634,0,765,183,748,Bi-weekly,15,1055
PUB_0155,2023-10-01,Analyst_16,Managing Director,Macro,Earnings Preview,Portal,Americas,Tier 3,2567,0,8,0,37,1,1,86,10,0,0,1,0,76,3903,0,317,163,343,Monthly,13,1406
PUB_0156,2024-10-18,Analyst_30,Mid,Equity,Morning Brief,Web,APAC,Tier 3,1314,0,7,0,34,0,0,32,15,0,1,1,0,72,2079,0,219,490,176,Daily,15,186
PUB_0157,2023-12-15,Analyst_23,Senior,Fixed Income,Deep Dive,Portal,Americas,Tier 1,912,1,7,0,9,0,1,22,9,0,1,1,0,84,798,0,600,693,626,Monthly,27,1243
PUB_0158,2023-04-25,Analyst_10,Senior,Macro,Deep Dive,Web,Americas,Tier 3,2215,1,8,0,6,0,0,45,11,0,0,1,0,66,1412,0,504,700,553,Weekly,4,763
PUB_0159,2023-10-28,Analyst_17,Mid,Credit,Earnings Preview,Email,Americas,Tier 3,987,0,4,0,18,0,1,76,11,0,0,1,0,88,3062,1698,700,414,719,Weekly,16,1207
PUB_0160,2024-03-21,Analyst_23,Senior,Commodities,Weekly Outlook,Portal,Americas,Tier 1,912,0,4,0,14,0,1,43,16,0,0,1,0,88,3038,0,341,281,386,Weekly,12,872
PUB_0161,2023-06-11,Analyst_9,Mid,Fixed Income,Flash Note,Portal,APAC,Tier 3,2607,1,2,1,19,0,0,72,7,0,0,0,0,75,4887,0,613,507,583,Weekly,4,1015
PUB_0162,2024-04-09,Analyst_14,Senior,Credit,Morning Brief,Portal,Americas,Tier 1,2713,1,4,1,14,1,1,89,7,0,0,0,0,10,2400,0,190,424,146,Bi-weekly,3,836
PUB_0163,2023-01-04,Analyst_27,Senior,Equity,Morning Brief,Portal,Americas,Tier 2,2081,1,7,0,17,1,1,62,9,0,0,1,0,10,3297,0,195,653,234,Weekly,22,1042
PUB_0164,2023-09-27,Analyst_16,Senior,Fixed Income,Flash Note,Web,Americas,Tier 3,2110,1,4,1,35,0,0,79,6,0,0,0,1,25,226,0,474,828,502,Weekly,17,582
PUB_0165,2024-05-27,Analyst_16,Junior,Credit,Earnings Preview,Email,APAC,Tier 1,2891,1,3,0,29,1,1,77,14,1,0,1,0,52,1291,1240,363,660,368,Monthly,22,612
PUB_0166,2023-07-02,Analyst_8,Senior,Macro,Earnings Preview,Portal,APAC,Tier 3,2996,1,7,0,17,0,0,68,19,0,0,0,0,13,2739,0,233,256,231,Weekly,18,740
PUB_0167,2024-06-03,Analyst_15,Mid,Equity,Morning Brief,Portal,EMEA,Tier 3,1847,1,6,0,8,0,1,61,19,1,0,0,0,63,4489,0,713,569,704,Daily,25,902
PUB_0168,2023-04-19,Analyst_18,Junior,Credit,Deep Dive,Email,Americas,Tier 2,2230,1,5,1,1,0,0,95,18,0,0,0,0,79,4016,1297,762,517,734,Daily,18,834
PUB_0169,2024-10-02,Analyst_5,Junior,Equity,Flash Note,Web,EMEA,Tier 1,1452,0,4,0,36,0,0,85,12,0,0,1,0,9,1466,0,177,492,178,Weekly,23,99
PUB_0170,2023-11-02,Analyst_13,Senior,Credit,Morning Brief,Web,EMEA,Tier 2,874,0,4,0,7,0,0,30,17,0,0,0,0,30,1119,0,336,370,364,Weekly,28,557
PUB_0171,2024-10-16,Analyst_7,Senior,Commodities,Deep Dive,Portal,APAC,Tier 3,2210,0,9,0,5,0,0,37,12,0,0,1,0,35,4179,0,302,142,304,Weekly,17,965
PUB_0172,2024-06-03,Analyst_30,Junior,Macro,Earnings Preview,Portal,EMEA,Tier 3,1312,1,1,0,24,1,1,71,8,1,0,0,0,9,4614,0,749,457,714,Weekly,12,784
PUB_0173,2024-09-15,Analyst_20,Senior,Fixed Income,Deep Dive,Web,EMEA,Tier 3,969,1,3,0,28,0,1,65,16,0,0,1,0,25,4639,0,435,207,480,Daily,23,763
PUB_0174,2023-07-23,Analyst_17,Mid,Credit,Weekly Outlook,Email,Americas,Tier 2,568,1,7,1,17,0,0,63,17,0,0,0,0,19,784,1279,279,148,265,Bi-weekly,21,662
PUB_0175,2023-06-06,Analyst_24,Senior,Equity,Morning Brief,Email,EMEA,Tier 3,1583,0,7,0,37,0,0,41,8,0,0,0,0,43,3729,1213,320,274,287,Bi-weekly,24,1221
PUB_0176,2024-01-18,Analyst_29,Junior,Macro,Flash Note,Portal,EMEA,Tier 2,1223,1,0,0,20,0,1,72,6,0,0,0,0,61,2987,0,464,490,433,Monthly,4,703
PUB_0177,2023-06-15,Analyst_5,Senior,Fixed Income,Deep Dive,Email,APAC,Tier 3,1425,1,1,0,3,0,0,78,8,0,0,0,0,72,1562,1356,247,769,242,Monthly,12,1015
PUB_0178,2024-07-06,Analyst_28,Mid,Equity,Earnings Preview,Portal,EMEA,Tier 1,1829,0,4,0,37,1,0,49,8,0,0,0,0,78,4186,0,372,634,323,Monthly,26,947
PUB_0179,2024-06-27,Analyst_3,Managing Director,Macro,Deep Dive,Portal,APAC,Tier 3,2058,1,8,0,26,0,0,27,9,0,0,1,1,8,2361,0,105,450,141,Bi-weekly,23,925
PUB_0180,2023-01-01,Analyst_9,Junior,Equity,Earnings Preview,Web,Americas,Tier 2,1894,1,9,0,15,0,0,76,9,0,0,1,0,70,4280,0,252,620,295,Bi-weekly,22,533
PUB_0181,2024-09-05,Analyst_25,Mid,Macro,Weekly Outlook,Portal,APAC,Tier 3,546,1,6,0,8,0,0,92,8,0,0,0,0,89,2941,0,670,848,682,Daily,21,774
PUB_0182,2023-11-28,Analyst_26,Junior,Fixed Income,Earnings Preview,Email,EMEA,Tier 2,1860,0,9,0,13,0,1,39,15,0,0,1,0,23,1867,379,677,113,629,Bi-weekly,20,878
PUB_0183,2024-05-15,Analyst_28,Managing Director,Fixed Income,Flash Note,Email,EMEA,Tier 3,2478,0,4,0,3,0,0,44,17,0,0,0,0,11,4280,1217,653,817,648,Daily,15,2166
PUB_0184,2023-01-20,Analyst_14,Managing Director,Equity,Weekly Outlook,Portal,Americas,Tier 3,2700,1,0,0,1,1,1,38,13,0,1,1,0,59,3660,0,187,609,185,Monthly,23,1302
PUB_0185,2023-04-25,Analyst_11,Mid,Macro,Deep Dive,Web,APAC,Tier 1,2543,0,5,0,9,1,0,24,13,0,0,1,0,83,2212,0,471,328,421,Weekly,28,588
PUB_0186,2024-01-07,Analyst_30,Senior,Credit,Morning Brief,Portal,EMEA,Tier 3,2239,1,7,0,31,0,0,94,18,0,0,0,0,77,4858,0,106,759,77,Bi-weekly,16,958
PUB_0187,2023-11-11,Analyst_26,Senior,Fixed Income,Earnings Preview,Email,Americas,Tier 3,1229,1,6,1,26,0,1,98,18,0,0,0,0,85,726,1562,611,719,653,Daily,5,1268
PUB_0188,2023-09-03,Analyst_17,Senior,Credit,Flash Note,Portal,EMEA,Tier 1,2992,1,1,0,17,1,0,91,6,0,0,0,0,15,4259,0,120,872,83,Weekly,21,903
PUB_0189,2023-03-01,Analyst_9,Senior,Credit,Morning Brief,Portal,APAC,Tier 2,526,1,4,0,34,0,0,46,12,0,0,1,0,28,3514,0,643,568,684,Weekly,15,1372
PUB_0190,2023-09-04,Analyst_27,Mid,Commodities,Morning Brief,Email,APAC,Tier 3,564,1,3,0,9,0,1,59,16,1,0,1,0,31,1475,901,421,297,455,Weekly,17,746
PUB_0191,2024-08-03,Analyst_1,Junior,Equity,Weekly Outlook,Web,EMEA,Tier 1,1695,0,8,0,13,0,0,45,7,0,0,0,0,82,1281,0,666,417,660,Weekly,18,510
PUB_0192,2023-03-22,Analyst_10,Managing Director,Equity,Deep Dive,Email,Americas,Tier 3,1757,1,9,1,5,0,1,46,6,0,0,0,0,34,590,1988,649,793,694,Daily,5,1830
PUB_0193,2023-03-29,Analyst_24,Managing Director,Equity,Morning Brief,Web,Americas,Tier 2,945,1,0,0,13,1,0,81,8,0,0,0,1,42,3829,0,563,667,518,Weekly,13,1339
PUB_0194,2024-05-12,Analyst_10,Senior,Macro,Flash Note,Portal,Americas,Tier 3,2558,1,5,0,1,0,1,69,9,0,0,1,0,52,3634,0,133,147,147,Weekly,19,730
PUB_0195,2023-03-12,Analyst_27,Mid,Fixed Income,Earnings Preview,Email,Americas,Tier 1,1718,0,2,0,25,0,0,61,18,0,0,0,0,19,3396,941,92,317,62,Monthly,13,720
PUB_0196,2024-06-29,Analyst_19,Mid,Fixed Income,Earnings Preview,Email,EMEA,Tier 3,1773,1,8,0,4,0,0,48,11,0,0,1,1,83,2040,1522,715,109,668,Weekly,18,1078
PUB_0197,2023-05-09,Analyst_19,Senior,Commodities,Earnings Preview,Web,Americas,Tier 3,1687,1,4,1,36,0,1,58,15,0,0,1,0,7,4508,0,655,549,607,Weekly,14,1128
PUB_0198,2023-05-12,Analyst_22,Managing Director,Commodities,Weekly Outlook,Web,Americas,Tier 3,2199,0,5,0,10,0,1,79,19,0,1,0,0,41,1982,0,182,357,161,Monthly,4,782
PUB_0199,2024-11-06,Analyst_16,Managing Director,Commodities,Flash Note,Email,Americas,Tier 3,2804,0,8,0,28,0,0,60,10,0,0,1,0,76,3087,718,444,542,424,Weekly,4,1810
PUB_0200,2024-05-01,Analyst_28,Senior,Credit,Morning Brief,Portal,APAC,Tier 1,1549,0,8,0,6,0,0,52,19,0,0,0,0,69,3259,0,114,460,97,Weekly,20,703
PUB_0201,2024-07-16,Analyst_5,Senior,Equity,Flash Note,Email,EMEA,Tier 3,1281,1,7,0,27,1,0,35,9,0,0,1,0,15,4875,1090,339,189,371,Weekly,20,1443
PUB_0202,2023-06-19,Analyst_15,Junior,Macro,Weekly Outlook,Portal,Americas,Tier 1,1454,0,8,1,12,0,1,42,13,1,0,1,0,68,4630,0,425,377,394,Bi-weekly,19,848
PUB_0203,2023-09-29,Analyst_18,Junior,Fixed Income,Weekly Outlook,Portal,Americas,Tier 1,887,0,3,0,3,0,1,26,16,0,1,1,1,52,781,0,516,513,552,Weekly,13,532
PUB_0204,2024-06-24,Analyst_16,Managing Director,Macro,Deep Dive,Portal,APAC,Tier 2,775,1,5,0,33,1,1,45,17,1,0,0,0,44,1173,0,262,751,265,Weekly,12,974
PUB_0205,2024-09-13,Analyst_12,Senior,Equity,Flash Note,Portal,Americas,Tier 2,2121,1,4,0,10,1,0,31,19,0,1,0,0,50,2487,0,197,686,171,Bi-weekly,7,734
PUB_0206,2024-03-09,Analyst_11,Junior,Equity,Earnings Preview,Web,Americas,Tier 3,1285,0,4,0,31,1,1,91,9,0,0,1,0,5,2494,0,622,212,586,Daily,25,584
PUB_0207,2023-08-05,Analyst_18,Junior,Fixed Income,Weekly Outlook,Web,EMEA,Tier 3,2503,0,3,0,15,1,0,24,18,0,0,0,0,32,2793,0,520,109,507,Monthly,12,365
PUB_0208,2024-07-06,Analyst_25,Senior,Credit,Weekly Outlook,Email,APAC,Tier 2,1541,0,1,0,7,0,0,88,15,0,0,1,0,78,1470,1618,198,80,170,Weekly,21,568
PUB_0209,2024-12-07,Analyst_18,Junior,Commodities,Deep Dive,Web,APAC,Tier 2,489,0,5,0,36,0,0,68,17,0,0,0,0,14,4844,0,137,382,138,Weekly,4,265
PUB_0210,2023-07-25,Analyst_13,Junior,Credit,Earnings Preview,Email,APAC,Tier 3,1740,1,8,0,14,0,1,45,18,0,0,0,0,13,4440,1110,373,125,388,Bi-weekly,27,758
PUB_0211,2024-12-31,Analyst_15,Senior,Equity,Weekly Outlook,Email,Americas,Tier 2,1280,0,0,0,14,0,1,24,7,0,0,0,1,38,2256,152,445,804,451,Weekly,2,1250
PUB_0212,2023-11-16,Analyst_30,Senior,Equity,Morning Brief,Portal,APAC,Tier 2,1998,0,6,1,3,1,0,41,8,0,0,0,0,62,2680,0,453,366,459,Monthly,2,1294
PUB_0213,2024-02-13,Analyst_11,Senior,Credit,Earnings Preview,Email,Americas,Tier 1,2015,1,5,0,3,0,1,98,11,0,0,1,0,4,4491,1503,131,819,159,Monthly,5,1651
PUB_0214,2024-11-18,Analyst_28,Mid,Commodities,Flash Note,Web,EMEA,Tier 3,2893,1,2,0,22,0,1,32,13,1,0,1,0,89,2259,0,690,466,691,Weekly,23,792
PUB_0215,2024-10-27,Analyst_7,Senior,Commodities,Deep Dive,Web,EMEA,Tier 3,340,1,0,0,19,0,0,47,13,0,0,1,0,80,3348,0,335,239,319,Monthly,10,762
PUB_0216,2024-01-18,Analyst_23,Mid,Equity,Morning Brief,Email,Americas,Tier 2,2654,1,3,0,35,1,0,52,16,0,0,1,0,51,3831,288,431,538,454,Daily,10,864
PUB_0217,2024-03-24,Analyst_8,Mid,Commodities,Morning Brief,Portal,APAC,Tier 1,1242,1,8,0,12,0,1,42,14,0,0,1,0,15,3929,0,319,364,282,Monthly,9,960
PUB_0218,2024-06-13,Analyst_19,Senior,Commodities,Flash Note,Email,EMEA,Tier 3,637,1,1,1,5,0,1,37,12,0,0,1,0,37,1727,694,341,345,381,Weekly,13,1138
PUB_0219,2024-04-07,Analyst_13,Senior,Fixed Income,Deep Dive,Email,Americas,Tier 3,1637,1,2,0,10,0,0,49,18,0,0,0,0,52,3572,1198,502,550,465,Weekly,7,1523
PUB_0220,2023-05-04,Analyst_8,Senior,Fixed Income,Weekly Outlook,Web,APAC,Tier 2,1398,1,1,0,33,0,0,45,7,0,0,0,0,86,127,0,764,226,812,Weekly,5,660
PUB_0221,2023-09-11,Analyst_28,Senior,Macro,Deep Dive,Web,EMEA,Tier 3,2626,1,1,0,13,1,0,35,13,1,0,1,0,76,2085,0,73,849,55,Weekly,26,373
PUB_0222,2023-08-19,Analyst_25,Senior,Credit,Weekly Outlook,Portal,Americas,Tier 1,1195,0,9,0,35,0,0,96,12,0,0,1,0,52,4253,0,360,855,361,Weekly,10,1140
PUB_0223,2023-03-07,Analyst_14,Junior,Equity,Flash Note,Web,Americas,Tier 2,2620,1,7,0,32,1,1,58,13,0,0,1,0,45,1621,0,510,768,460,Monthly,10,570
PUB_0224,2023-12-13,Analyst_2,Mid,Commodities,Flash Note,Email,Americas,Tier 3,2967,0,2,0,11,0,0,52,17,0,0,0,0,14,396,656,257,264,240,Monthly,6,408
PUB_0225,2023-01-22,Analyst_11,Mid,Macro,Morning Brief,Web,Americas,Tier 2,1974,1,6,0,38,0,1,45,8,0,0,0,0,58,2281,0,766,702,734,Daily,27,688
PUB_0226,2024-08-25,Analyst_24,Mid,Fixed Income,Morning Brief,Web,APAC,Tier 3,1230,1,7,0,24,0,0,67,12,0,0,1,0,49,3502,0,713,646,686,Daily,28,721
PUB_0227,2024-07-21,Analyst_16,Managing Director,Commodities,Morning Brief,Web,Americas,Tier 2,588,1,2,0,35,0,0,84,15,0,0,1,0,8,2396,0,487,743,440,Monthly,19,1251
PUB_0228,2023-08-24,Analyst_23,Mid,Credit,Flash Note,Web,Americas,Tier 2,1023,0,1,0,19,0,0,57,18,0,0,0,0,25,2697,0,587,381,572,Weekly,21,495
PUB_0229,2024-08-25,Analyst_30,Managing Director,Fixed Income,Weekly Outlook,Portal,Americas,Tier 3,2619,1,7,0,6,0,1,21,14,0,0,1,0,2,1001,0,755,177,781,Daily,8,1301
PUB_0230,2023-08-14,Analyst_26,Senior,Equity,Flash Note,Web,Americas,Tier 2,2253,1,2,0,35,1,0,25,8,1,0,0,0,46,1198,0,385,318,392,Weekly,1,611
PUB_0231,2023-01-08,Analyst_13,Senior,Commodities,Flash Note,Email,EMEA,Tier 3,1389,1,6,0,4,0,1,65,19,0,0,0,0,4,1777,973,471,600,452,Weekly,28,1285
PUB_0232,2023-03-14,Analyst_13,Senior,Macro,Morning Brief,Web,Americas,Tier 2,782,1,0,0,33,0,0,69,15,0,0,1,0,61,2981,0,799,584,757,Weekly,17,1033
PUB_0233,2024-12-25,Analyst_22,Senior,Equity,Deep Dive,Portal,EMEA,Tier 2,1235,1,5,0,13,1,0,57,11,0,0,1,1,83,4966,0,370,803,399,Bi-weekly,7,1502
PUB_0234,2024-10-08,Analyst_26,Mid,Commodities,Morning Brief,Portal,APAC,Tier 1,2595,1,8,0,36,0,0,37,7,0,0,0,0,83,1478,0,546,415,562,Bi-weekly,14,655
PUB_0235,2023-03-02,Analyst_27,Junior,Commodities,Deep Dive,Portal,APAC,Tier 3,455,1,2,0,19,0,0,46,7,0,0,0,0,4,1348,0,636,668,605,Daily,21,367
PUB_0236,2023-08-23,Analyst_21,Senior,Commodities,Weekly Outlook,Email,EMEA,Tier 2,1370,1,6,0,12,1,1,60,10,0,0,1,0,9,3835,441,212,397,235,Monthly,21,1398
PUB_0237,2023-03-11,Analyst_5,Mid,Commodities,Weekly Outlook,Email,Americas,Tier 3,2258,0,5,0,11,0,0,91,10,0,0,1,0,79,4341,1731,590,191,601,Weekly,17,1210
PUB_0238,2023-02-02,Analyst_16,Junior,Commodities,Earnings Preview,Web,EMEA,Tier 2,2801,1,7,0,6,0,1,93,18,0,0,0,0,62,1364,0,214,194,221,Weekly,9,231
PUB_0239,2023-12-05,Analyst_2,Senior,Equity,Earnings Preview,Email,EMEA,Tier 3,2548,1,2,0,12,0,0,36,12,0,0,1,0,24,2007,1899,747,841,718,Weekly,17,1731
PUB_0240,2023-03-14,Analyst_5,Junior,Credit,Earnings Preview,Email,EMEA,Tier 1,1983,1,2,1,27,1,0,81,17,0,0,0,0,43,1158,1326,615,294,631,Daily,5,552
PUB_0241,2024-06-10,Analyst_17,Managing Director,Credit,Weekly Outlook,Web,Americas,Tier 3,423,0,3,0,25,0,0,48,7,1,0,0,0,24,2849,0,344,491,368,Weekly,26,874
PUB_0242,2023-09-01,Analyst_19,Managing Director,Equity,Morning Brief,Email,Americas,Tier 3,2348,1,2,0,3,1,0,77,16,0,1,1,0,29,2148,910,91,752,129,Daily,25,977
PUB_0243,2023-10-13,Analyst_11,Managing Director,Credit,Morning Brief,Web,EMEA,Tier 3,1267,1,8,0,3,0,1,89,19,0,1,0,0,13,4348,0,334,339,331,Weekly,20,1145
PUB_0244,2024-11-16,Analyst_28,Mid,Macro,Morning Brief,Web,APAC,Tier 3,1154,1,3,0,20,0,1,97,18,0,0,0,0,85,2576,0,436,740,393,Daily,29,435
PUB_0245,2024-05-12,Analyst_4,Junior,Macro,Flash Note,Email,EMEA,Tier 3,939,1,5,0,28,0,0,41,12,0,0,1,0,42,4116,515,187,161,209,Bi-weekly,8,572
PUB_0246,2023-08-08,Analyst_28,Managing Director,Equity,Earnings Preview,Email,APAC,Tier 3,2538,1,7,0,23,1,0,25,10,0,0,1,0,27,4703,888,236,263,200,Bi-weekly,6,1735
PUB_0247,2024-07-06,Analyst_28,Mid,Macro,Morning Brief,Web,APAC,Tier 1,1902,1,7,0,3,0,1,45,19,0,0,0,0,18,3297,0,765,699,746,Weekly,11,1012
PUB_0248,2023-05-16,Analyst_15,Managing Director,Equity,Earnings Preview,Email,Americas,Tier 1,2863,1,4,0,24,0,1,58,11,0,0,1,0,41,4686,1037,480,249,482,Bi-weekly,19,2357
PUB_0249,2024-08-07,Analyst_4,Managing Director,Macro,Earnings Preview,Web,APAC,Tier 3,741,0,4,0,6,1,1,31,13,0,0,1,0,19,3653,0,603,454,619,Monthly,4,1856
PUB_0250,2024-08-13,Analyst_17,Managing Director,Fixed Income,Flash Note,Email,EMEA,Tier 3,2244,1,5,0,20,0,0,33,15,0,0,1,0,85,4540,1123,465,470,418,Bi-weekly,18,2173
PUB_0251,2024-04-29,Analyst_30,Mid,Equity,Weekly Outlook,Portal,EMEA,Tier 3,2138,1,9,0,11,1,0,41,18,1,0,0,0,78,1861,0,475,56,454,Weekly,1,612
PUB_0252,2023-09-06,Analyst_15,Mid,Commodities,Morning Brief,Email,Americas,Tier 2,2129,1,6,0,32,0,1,70,19,0,0,0,0,10,320,1704,465,574,427,Weekly,13,696
PUB_0253,2024-04-29,Analyst_1,Managing Director,Macro,Flash Note,Portal,APAC,Tier 1,2490,1,9,0,27,0,1,42,17,1,0,0,0,53,4918,0,75,641,45,Monthly,14,1459
PUB_0254,2024-02-21,Analyst_24,Mid,Fixed Income,Weekly Outlook,Email,EMEA,Tier 1,832,1,6,0,21,0,0,67,9,0,0,1,0,23,4723,1958,420,335,410,Daily,24,964
PUB_0255,2023-07-14,Analyst_5,Junior,Equity,Weekly Outlook,Web,APAC,Tier 3,2574,0,3,0,13,0,1,90,18,0,1,0,0,69,2988,0,434,720,402,Weekly,1,364
PUB_0256,2023-04-07,Analyst_14,Senior,Macro,Morning Brief,Portal,APAC,Tier 2,1636,0,5,0,22,0,1,69,12,0,1,1,0,16,1764,0,105,438,102,Weekly,29,421
PUB_0257,2023-04-10,Analyst_28,Managing Director,Commodities,Earnings Preview,Portal,Americas,Tier 2,1248,0,6,0,35,0,0,32,11,1,0,1,0,27,4086,0,302,465,337,Bi-weekly,11,1477
PUB_0258,2024-11-05,Analyst_21,Senior,Macro,Deep Dive,Web,EMEA,Tier 2,2319,0,4,0,22,0,0,29,15,0,0,1,0,49,4676,0,683,833,695,Bi-weekly,17,1210
PUB_0259,2024-03-17,Analyst_5,Senior,Fixed Income,Earnings Preview,Portal,EMEA,Tier 1,759,1,4,1,28,0,0,74,7,0,0,0,0,54,3077,0,155,762,124,Weekly,4,670
PUB_0260,2023-12-29,Analyst_3,Junior,Credit,Earnings Preview,Email,EMEA,Tier 3,850,0,1,1,21,0,0,28,13,0,1,1,1,72,1971,1972,179,199,192,Daily,26,438
PUB_0261,2024-03-09,Analyst_16,Senior,Credit,Deep Dive,Web,APAC,Tier 2,692,1,6,0,18,0,1,98,15,0,0,1,0,9,1562,0,719,477,705,Monthly,12,1139
PUB_0262,2024-02-25,Analyst_26,Managing Director,Fixed Income,Weekly Outlook,Portal,Americas,Tier 3,2087,1,5,0,31,0,0,71,14,0,0,1,0,20,444,0,425,857,405,Daily,10,724
PUB_0263,2024-04-23,Analyst_9,Junior,Fixed Income,Deep Dive,Email,EMEA,Tier 2,1144,1,0,0,37,0,1,21,10,0,0,1,0,57,144,584,792,342,815,Daily,6,596
PUB_0264,2023-02-25,Analyst_11,Senior,Equity,Deep Dive,Portal,Americas,Tier 2,2557,1,3,0,21,0,1,44,15,0,0,1,0,33,2168,0,357,383,324,Weekly,25,783
PUB_0265,2024-11-20,Analyst_20,Managing Director,Credit,Flash Note,Web,Americas,Tier 1,1438,1,2,0,14,0,0,32,9,0,0,1,0,42,1614,0,140,321,109,Bi-weekly,1,601
PUB_0266,2024-10-31,Analyst_23,Senior,Equity,Flash Note,Email,Americas,Tier 1,945,0,2,0,25,0,0,70,11,0,0,1,0,10,2698,1134,442,92,473,Bi-weekly,7,1240
PUB_0267,2024-10-23,Analyst_13,Senior,Macro,Flash Note,Email,APAC,Tier 2,2566,1,6,1,27,0,1,77,13,0,0,1,0,32,1101,1429,583,517,543,Monthly,26,1716
PUB_0268,2023-04-11,Analyst_21,Senior,Fixed Income,Weekly Outlook,Email,APAC,Tier 2,2754,0,9,0,23,0,1,53,16,0,0,1,0,57,1133,1906,159,368,194,Daily,27,597
PUB_0269,2023-03-04,Analyst_3,Mid,Equity,Deep Dive,Web,Americas,Tier 3,1766,1,3,0,31,1,1,54,8,0,0,0,0,45,2140,0,610,541,603,Weekly,21,740
PUB_0270,2024-02-17,Analyst_28,Mid,Fixed Income,Morning Brief,Email,Americas,Tier 2,1677,1,7,0,29,0,0,22,15,0,0,1,0,60,373,73,690,576,721,Weekly,28,852
PUB_0271,2023-12-14,Analyst_11,Senior,Equity,Deep Dive,Email,APAC,Tier 3,2905,0,8,1,30,0,0,78,16,0,0,1,0,61,2747,1366,634,809,647,Monthly,16,1879
PUB_0272,2023-04-22,Analyst_28,Senior,Macro,Weekly Outlook,Web,EMEA,Tier 3,2897,0,2,0,26,0,0,89,16,0,0,1,0,0,1879,0,389,221,372,Weekly,24,529
